nick	n_matches	Assassin_avg_goldEarned	Assassin_var_goldEarned	Assassin_avg_kills	Assassin_var_kills	Assassin_avg_deaths	Assassin_var_deaths	Assassin_avg_assists	Assassin_var_assists	Assassin_avg_totalDamageTaken	Assassin_var_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_var_totalMinionsKilled	Assassin_avg_visionScore	Assassin_var_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_visionWardsBoughtInGame	Assassin_avg_gameDuration	Assassin_var_gameDuration	Assassin_won	Assassin_weight	Fighter_avg_goldEarned	Fighter_var_goldEarned	Fighter_avg_kills	Fighter_var_kills	Fighter_avg_deaths	Fighter_var_deaths	Fighter_avg_assists	Fighter_var_assists	Fighter_avg_totalDamageTaken	Fighter_var_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_var_totalMinionsKilled	Fighter_avg_visionScore	Fighter_var_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_visionWardsBoughtInGame	Fighter_avg_gameDuration	Fighter_var_gameDuration	Fighter_won	Fighter_weight	Mage_avg_goldEarned	Mage_var_goldEarned	Mage_avg_kills	Mage_var_kills	Mage_avg_deaths	Mage_var_deaths	Mage_avg_assists	Mage_var_assists	Mage_avg_totalDamageTaken	Mage_var_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_var_totalMinionsKilled	Mage_avg_visionScore	Mage_var_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_visionWardsBoughtInGame	Mage_avg_gameDuration	Mage_var_gameDuration	Mage_won	Mage_weight	Marksman_avg_goldEarned	Marksman_var_goldEarned	Marksman_avg_kills	Marksman_var_kills	Marksman_avg_deaths	Marksman_var_deaths	Marksman_avg_assists	Marksman_var_assists	Marksman_avg_totalDamageTaken	Marksman_var_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_var_totalMinionsKilled	Marksman_avg_visionScore	Marksman_var_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_visionWardsBoughtInGame	Marksman_avg_gameDuration	Marksman_var_gameDuration	Marksman_won	Marksman_weight	Support_avg_goldEarned	Support_var_goldEarned	Support_avg_kills	Support_var_kills	Support_avg_deaths	Support_var_deaths	Support_avg_assists	Support_var_assists	Support_avg_totalDamageTaken	Support_var_totalDamageTaken	Support_avg_totalMinionsKilled	Support_var_totalMinionsKilled	Support_avg_visionScore	Support_var_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_visionWardsBoughtInGame	Support_avg_gameDuration	Support_var_gameDuration	Support_won	Support_weight	Tank_avg_goldEarned	Tank_var_goldEarned	Tank_avg_kills	Tank_var_kills	Tank_avg_deaths	Tank_var_deaths	Tank_avg_assists	Tank_var_assists	Tank_avg_totalDamageTaken	Tank_var_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_var_totalMinionsKilled	Tank_avg_visionScore	Tank_var_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_visionWardsBoughtInGame	Tank_avg_gameDuration	Tank_var_gameDuration	Tank_won	Tank_weight	solo_q_tier	solo_q_division	flex_tier	flex_division
wil239	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10564.6875	6958547.83984	2.1875	3.15234375	5.5625	2.87109375	16.9375	65.80859375	16755.0625	35131156.0586	34.1875	98.27734375	40.6875	354.08984375	2.1875	1.15234375	1917.125	136089.984375	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9623.0	9554863.42857	2.17142857143	3.05632653061	5.97142857143	9.85632653061	14.5428571429	57.5053061224	19567.3142857	81065253.8727	26.1428571429	182.179591837	4.4	211.211428571	1.94285714286	1.76816326531	1962.65714286	277958.168163	17	35	9536.5625	11101036.3211	1.8625	4.06859375	3.95	6.0225	15.5875	62.41734375	21163.0125	110160889.387	44.175	1020.169375	3.4875	116.19984375	1.675	1.169375	1870.275	335539.974375	47	80	SILVER	IV	BRONZE	III	
wikzLIKE	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10486.0	0.0	2.0	0.0	9.0	0.0	11.0	0.0	37321.0	0.0	42.0	0.0	0.0	0.0	1.0	0.0	2043.0	0.0	0	1	10806.5	13701772.3611	3.05555555556	3.94135802469	6.16666666667	8.02777777778	10.5555555556	43.8024691358	19623.7777778	111171687.284	97.6111111111	6847.57098765	7.22222222222	420.061728395	0.944444444444	1.0524691358	1921.0	410405.111111	9	18	7170.16666667	16472959.1389	2.5	5.25	5.16666666667	7.13888888889	3.66666666667	10.8888888889	11062.6666667	29218904.8889	123.166666667	5570.13888889	8.5	66.5833333333	0.0	0.0	1271.5	323537.916667	1	6	9774.92	5750178.5536	1.16	1.3344	6.12	8.9056	14.4	39.44	22479.84	67521880.6944	28.72	260.8416	6.52	315.7696	1.68	1.4976	2014.48	164232.0096	15	25	10559.2222222	14421805.7284	2.33333333333	4.44444444444	5.88888888889	6.54320987654	11.5555555556	42.024691358	28274.4444444	127300876.025	100.777777778	8910.39506173	4.0	128.0	0.555555555556	0.469135802469	1962.66666667	185175.333333	4	9	GOLD	V			
Wikimisquiki	138	10996.4	25558584.64	7.6	31.04	6.6	23.04	4.0	10.8	23097.7	198961196.81	112.7	4973.81	0.0	0.0	0.5	0.45	1809.3	484173.61	4	10	9608.96296296	21344927.5542	5.59259259259	17.9821673525	6.25925925926	15.9327846365	6.57407407407	26.0963648834	23563.6111111	197550419.052	71.7222222222	4716.7191358	1.33333333333	28.1111111111	0.611111111111	0.570987654321	1650.35185185	530958.153978	23	54	12707.3333333	6790063.05556	8.58333333333	11.9097222222	8.66666666667	8.22222222222	7.91666666667	13.5763888889	20665.0833333	49334308.0764	153.5	1266.25	3.0	45.1666666667	0.25	0.1875	2029.75	129758.1875	7	12	12089.3877551	18329798.9313	7.44897959184	24.329029571	6.95918367347	15.5901707622	7.36734693878	16.8446480633	19130.1020408	81359742.459	167.040816327	3945.30445648	1.5306122449	42.9429404415	0.224489795918	0.174094127447	1892.26530612	306702.929613	20	49	6642.33333333	1486297.55556	2.33333333333	0.222222222222	5.66666666667	0.222222222222	4.33333333333	0.222222222222	18423.6666667	1644329.55556	17.6666666667	22.2222222222	0.0	0.0	0.333333333333	0.222222222222	1559.0	30186.0	0	3	10641.2	14021841.96	3.6	6.24	5.9	12.69	10.5	32.85	25810.3	112920258.61	97.8	3071.76	2.4	51.84	0.8	0.76	1857.5	431460.85	6	10	SILVER	III	BRONZE	II	
zRocoN	47	10001.7142857	6439339.91837	4.0	4.28571428571	7.0	10.5714285714	7.71428571429	29.3469387755	25245.8571429	54930678.1224	80.7142857143	3846.20408163	0.0	0.0	0.857142857143	0.69387755102	1901.42857143	200643.102041	4	7	9358.35294118	5410691.87543	2.64705882353	5.52249134948	5.29411764706	13.6193771626	8.52941176471	30.2491349481	22425.1764706	76630348.7336	35.5294117647	2065.77854671	0.0	0.0	1.23529411765	0.650519031142	1902.52941176	157751.6609	8	17	9961.0	6352562.66667	3.66666666667	1.55555555556	7.0	4.66666666667	8.66666666667	16.2222222222	15568.0	8895388.66667	118.0	1162.66666667	0.0	0.0	0.333333333333	0.222222222222	1954.0	276450.0	1	3	9753.75	12857706.9375	3.375	17.484375	6.5	6.25	5.125	21.609375	16840.125	35829024.3594	158.125	1323.859375	0.0	0.0	0.75	0.4375	1804.375	167753.234375	1	8	5963.5	7832.25	1.5	0.25	8.5	0.25	4.5	2.25	18462.0	1664100.0	23.5	30.25	0.0	0.0	1.0	1.0	1546.5	210.25	0	2	10221.8	4652906.16	2.6	9.84	7.3	5.21	11.5	34.65	28323.5	58344095.05	32.1	184.29	0.0	0.0	1.2	0.76	2098.2	71992.56	4	10	SILVER	V	SILVER	IV	
Zoronoa Roro	205	13396.6	5090197.84	9.8	19.76	5.8	8.96	6.6	1.84	21478.4	34657932.64	183.8	1381.36	0.0	0.0	0.6	0.24	2153.0	232725.2	2	5	12161.6923077	11233407.2899	5.97435897436	15.1531886917	5.07692307692	5.9684418146	7.28205128205	16.4076265615	34445.6153846	170153135.108	183.102564103	5127.32281394	0.871794871795	28.8809993425	0.820512820513	0.865220249836	1920.35897436	197237.666009	18	39	12370.6060606	13908716.36	6.60606060606	18.7842056933	4.72727272727	4.74380165289	6.93939393939	22.9054178145	18520.4242424	88091656.7897	201.515151515	2720.9164371	0.0	0.0	0.636363636364	0.65564738292	1976.96969697	230460.574839	13	33	13794.8152174	21710226.5637	8.03260869565	26.7706758034	4.34782608696	7.8572778828	6.86956521739	14.9829867675	17651.7391304	53614506.2146	223.173913043	5849.92627599	1.59782608696	61.8708648393	0.478260869565	0.53213610586	1992.27173913	303698.11094	47	92	9325.59090909	8379405.78719	1.54545454545	2.88429752066	4.18181818182	7.3305785124	13.9090909091	32.8099173554	16388.7727273	53180600.9938	27.8636363636	298.57231405	1.81818181818	69.4214876033	1.40909090909	1.3326446281	1854.31818182	245920.216942	11	22	11173.5714286	9015929.38776	3.92857142857	6.20918367347	4.14285714286	10.4081632653	8.07142857143	40.9234693878	22207.0714286	75230949.7806	160.642857143	3485.37244898	0.0	0.0	0.785714285714	0.882653061224	1836.92857143	168723.637755	9	14	PLATINUM	V	GOLD	V	
WiconRjBr	805	10229.0	3635230.8	6.8	7.36	8.4	21.44	3.2	8.56	19319.2	71077347.76	108.4	1145.44	0.0	0.0	0.0	0.0	1928.6	216815.84	1	5	11521.4848485	27732291.1589	7.48484848485	31.4467401286	8.2601010101	20.8843676666	5.63888888889	18.3367704826	27904.709596	219423073.489	120.03030303	4799.59504132	1.89141414141	15.5967949699	0.0	0.0	1843.60353535	500620.63827	211	396	11861.8936877	27666151.8027	5.83056478405	18.4862418737	7.08970099668	15.3574022362	5.55813953488	18.4924669706	18779.2425249	86536946.7884	161.182724252	7236.94667829	0.674418604651	3.0036313065	0.0	0.0	1936.99667774	493414.488361	137	301	10991.9489796	27948115.6198	6.0	25.2857142857	7.59183673469	17.4048313203	6.65306122449	21.3694294044	17650.1836735	75129226.6193	139.734693878	5063.64389838	2.0	13.2244897959	0.0	0.0	1812.58163265	472641.263744	40	98	12351.5	6398370.25	2.5	0.25	7.5	42.25	23.5	2.25	19413.0	187607809.0	45.0	1444.0	0.0	0.0	0.0	0.0	2253.5	589056.25	1	2	8091.66666667	14655672.2222	2.66666666667	6.22222222222	9.66666666667	2.88888888889	4.33333333333	5.55555555556	21937.3333333	68368214.8889	69.6666666667	3296.88888889	0.0	0.0	0.0	0.0	1810.0	291872.0	0	3	BRONZE	IV	BRONZE	IV	
Who is Stomped	287	13197.7878788	21410628.5914	9.42424242424	28.9109274564	6.30303030303	8.57483930211	6.90909090909	19.5977961433	25953.2727273	150451406.623	165.060606061	4655.93572084	6.57575757576	178.30486685	0.909090909091	0.506887052342	1965.39393939	364584.602388	18	33	13111.25	15688310.6193	7.84090909091	22.361053719	5.89772727273	7.13726756198	7.92045454545	18.505036157	29571.5681818	139420981.2	149.636363636	7879.34504132	7.05681818182	149.053589876	0.840909090909	0.611053719008	2005.13636364	237927.958678	53	88	12351.1666667	18274402.9389	7.0	18.9333333333	5.7	6.94333333333	7.4	20.1733333333	16732.4666667	45511786.7822	175.1	4405.55666667	4.4	68.7733333333	0.666666666667	0.288888888889	1855.23333333	282758.245556	17	30	12471.4	21607618.4114	6.6	17.4971428571	7.17142857143	7.1706122449	6.94285714286	18.5681632653	21206.8857143	70411431.9869	188.8	4899.53142857	2.22857142857	61.947755102	0.2	0.274285714286	1902.28571429	297472.946939	11	35	10110.0526316	11990025.0499	1.86842105263	3.5879501385	4.84210526316	7.23822714681	15.9473684211	60.7340720222	18861.3157895	87832352.0582	35.0263157895	2154.28878116	22.5789473684	714.717451524	2.07894736842	1.23060941828	2005.39473684	342401.502078	23	38	10400.8571429	16616710.4717	3.42857142857	11.1020408163	4.85714285714	6.91609977324	12.4761904762	61.074829932	25872.2063492	197969503.497	78.6984126984	5213.5122197	6.33333333333	287.428571429	1.44444444444	0.977072310406	1906.46031746	330990.53414	26	63	GOLD	V	SILVER	II	
Whity	413	12134.6774194	16940663.3798	6.25806451613	12.836628512	8.16129032258	18.2643080125	8.38709677419	21.3985431842	29491.1290323	134189139.338	75.4193548387	2537.6628512	9.51612903226	174.378772112	1.29032258065	1.23829344433	1964.5483871	373006.247659	20	31	12279.5183486	18175357.1854	8.37155963303	28.4628608703	8.09633027523	15.1420966249	5.84403669725	15.0215470078	31776.7614679	207657019.072	71.5229357798	3569.37791432	2.12844036697	44.5431360997	1.20183486239	1.25284066998	1824.17889908	297814.816619	100	218	11861.0909091	17674001.0599	7.09090909091	17.923553719	6.61363636364	10.4870867769	7.67045454545	26.1073088843	21823.8636364	99668762.1178	115.102272727	6953.20544938	2.07954545455	93.8459452479	1.625	2.93892045455	1849.10227273	299830.591813	46	88	12060.0	20081352.9412	6.23529411765	19.1211072664	7.29411764706	14.0899653979	9.47058823529	29.0726643599	22151.4705882	84523882.1315	129.058823529	6176.76124567	1.94117647059	28.5259515571	0.764705882353	0.885813148789	1888.94117647	351273.467128	5	17	9826.77419355	6702829.40062	2.41935483871	3.40478668054	5.67741935484	12.1540062435	12.8709677419	38.8865764828	20923.3225806	88499544.7347	38.8709677419	541.08012487	1.54838709677	71.9250780437	1.35483870968	3.19667013528	1881.03225806	132255.063476	11	31	11235.1428571	11439418.1224	3.5	5.17857142857	6.14285714286	6.69387755102	10.6428571429	35.0153061224	31036.3214286	167849458.147	104.25	7049.6875	0.535714285714	7.7487244898	1.67857142857	2.78954081633	1921.17857143	268075.218112	14	28	GOLD	II	GOLD	II	
White Willi	797	12843.568	16110424.5334	9.336	26.911104	6.928	10.386816	5.408	12.129536	25359.744	109469531.998	150.192	6834.747136	2.472	40.425216	0.296	0.480384	1894.312	267479.622656	74	125	12359.3256997	21513469.6649	7.33842239186	25.1297450938	5.76590330789	8.47446082526	4.64885496183	13.7647378746	24569.1959288	142527417.206	182.162849873	6430.59434506	4.71501272265	77.8424463739	0.315521628499	0.480598773705	1811.11450382	322558.589942	197	393	12262.0672269	12740956.2308	6.17647058824	12.5150766189	6.45378151261	10.2814772968	6.6974789916	16.3622625521	20108.6386555	85196413.9283	172.831932773	6147.01377021	5.05042016807	149.678130076	0.63025210084	1.45992514653	1895.45378151	236217.020973	61	119	12042.18	13524597.0876	5.86	11.9404	6.09	8.1819	6.01	12.9299	17513.86	51961362.9804	186.03	3424.2691	0.63	10.2331	0.13	0.3731	1836.7	208471.33	48	100	11225.7777778	7535008.83951	2.88888888889	9.20987654321	6.88888888889	6.0987654321	12.4444444444	48.024691358	21374.3333333	51830928.8889	54.8888888889	4080.7654321	10.7777777778	243.50617284	1.66666666667	3.77777777778	2114.44444444	79396.4691358	5	9	12330.7843137	14781366.2476	5.39215686275	14.8658208381	6.1568627451	6.44598231449	7.58823529412	25.7324106113	30668.254902	193719141.406	187.490196078	5319.93617839	3.47058823529	43.5040369089	0.372549019608	0.821991541715	1927.56862745	247074.872741	27	51	PLATINUM	III	GOLD	III	
yLucille	305	12263.826087	21524454.9263	8.21739130435	21.4744801512	8.4347826087	14.6805293006	5.26086956522	10.6275992439	28642.9130435	138881606.427	124.652173913	7449.35727788	7.04347826087	62.9111531191	0.0	0.0	1954.82608696	414196.230624	6	23	12535.4137931	13309884.3288	8.3275862069	22.5478596908	7.37068965517	11.302244352	5.72413793103	19.1652794293	28615.4310345	136231060.004	151.853448276	4912.60783294	3.34482758621	31.2086801427	0.0344827586207	0.0332936979786	1878.18965517	206624.653686	64	116	14302.75	15513178.4375	7.625	16.234375	9.375	8.234375	10.125	21.609375	25570.625	99100715.9844	189.25	2089.1875	3.875	25.359375	0.0	0.0	2244.5	236709.75	3	8	13124.013986	19092679.5243	9.32867132867	32.7241429899	6.52447552448	10.3892610886	6.94405594406	16.5283387941	21135.1958042	80468990.633	175.265734266	3367.56574894	1.72027972028	19.5021761455	0.00699300699301	0.0069441048462	1816.37762238	277819.815443	89	143	9326.83333333	6733038.47222	3.83333333333	8.30555555556	6.58333333333	8.57638888889	11.0833333333	21.4097222222	21692.5833333	74377404.2431	36.9166666667	1393.57638889	5.25	90.3541666667	0.0833333333333	0.0763888888889	1814.25	157165.1875	6	12	6112.0	18995684.6667	2.66666666667	9.55555555556	5.0	14.0	4.0	18.6666666667	15474.6666667	124787984.889	51.3333333333	2950.88888889	0.0	0.0	0.0	0.0	1172.33333333	493400.888889	1	3	PLATINUM	III			
White Kyurem	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11070.0	0.0	2.0	0.0	12.0	0.0	9.0	0.0	24223.0	0.0	50.0	0.0	0.0	0.0	3.0	0.0	2154.0	0.0	0	1	10085.3684211	6298004.49584	1.65789473684	2.22506925208	4.73684210526	4.72022160665	14.2894736842	53.6267313019	19040.5263158	50756204.144	28.2105263158	522.376731302	19.6842105263	865.584487535	1.55263157895	0.984072022161	1875.92105263	106355.072715	22	38	8671.0	2411809.0	0.5	0.25	5.5	0.25	7.5	6.25	20371.0	9412624.0	61.5	110.25	0.0	0.0	3.0	0.0	1716.5	110.25	1	2	PLATINUM	V			
WhiskyPorFavor	14	7818.0	677329.0	3.5	6.25	4.0	0.0	0.5	0.25	17961.0	14379264.0	70.0	3721.0	0.0	0.0	0.0	0.0	1803.5	12882.25	0	2	10740.8571429	5379487.26531	5.85714285714	17.8367346939	3.57142857143	2.24489795918	5.57142857143	20.2448979592	18731.0	58300048.8571	78.8571428571	3919.83673469	0.0	0.0	0.285714285714	0.204081632653	1818.57142857	120023.102041	5	7	13215.0	0.0	7.0	0.0	4.0	0.0	5.0	0.0	26216.0	0.0	193.0	0.0	0.0	0.0	0.0	0.0	1816.0	0.0	1	1	10634.5	13042932.25	4.0	4.0	2.5	6.25	4.0	4.0	14163.0	42667024.0	178.0	3721.0	0.0	0.0	0.5	0.25	1664.0	175561.0	1	2	12335.0	786769.0	2.5	0.25	6.0	0.0	17.0	4.0	24713.5	39847656.25	34.5	156.25	0.0	0.0	1.0	1.0	2470.5	506.25	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BRONZE	IV			
xGabs	156	9765.0	541652.666667	4.33333333333	6.88888888889	7.0	14.0	2.0	0.666666666667	23433.3333333	23172953.5556	71.3333333333	1077.55555556	0.0	0.0	1.0	0.666666666667	1889.66666667	17028.2222222	0	3	14046.6666667	16728558.2222	7.41666666667	19.7430555556	5.08333333333	4.74305555556	6.66666666667	8.05555555556	26336.9166667	143538197.243	137.75	6789.02083333	0.0	0.0	0.583333333333	0.409722222222	2176.66666667	190449.388889	6	12	11445.6774194	15563615.8959	6.16129032258	14.2643080125	5.0	6.83870967742	9.61290322581	32.4953173777	15663.0	52586232.3871	70.064516129	4195.28616025	0.0	0.0	0.677419354839	0.476586888658	1992.19354839	291700.6077	16	31	12329.9111111	24143886.881	6.45555555556	18.1369135802	3.43333333333	5.26777777778	6.48888888889	16.7387654321	14350.2	62720503.0711	170.966666667	5813.67666667	0.0	0.0	0.5	0.427777777778	1869.95555556	365269.842469	48	90	10550.3	16256107.81	2.0	1.2	5.7	7.61	15.3	48.01	17864.6	74617198.04	27.4	425.44	0.0	0.0	1.1	0.69	2075.0	474688.0	3	10	9234.6	8021425.84	2.8	5.76	4.0	4.4	9.2	12.96	25733.9	218819839.69	40.1	767.09	0.0	0.0	0.6	0.44	1809.9	244861.29	5	10	SILVER	II			
wherever you are	729	9291.26923077	15935199.3506	5.30769230769	12.4437869822	6.73076923077	12.4275147929	6.73076923077	24.5044378698	24251.9615385	167934381.422	52.0	3216.30769231	0.384615384615	3.69822485207	0.0	0.0	1674.96153846	455576.960059	8	26	10474.16	13487458.5344	4.99	9.9299	5.97	10.6691	7.9	29.67	26188.9	130195882.51	74.46	6448.3284	5.82	176.9476	0.44	0.8064	1828.65	320981.6875	42	100	12973.2647059	14310643.6064	7.94117647059	17.8200692042	6.04411764706	7.36570069204	8.94117647059	26.9671280277	16140.7794118	34153514.7602	186.544117647	3009.74805363	3.51470588235	95.95566609	0.338235294118	0.429714532872	1977.64705882	255962.081315	36	68	12515.0169014	19667104.5913	6.83098591549	21.1545328308	5.7661971831	10.4664630034	7.39154929577	19.5959849236	19840.9802817	81846491.1179	186.436619718	4083.48541956	2.28732394366	53.5343463598	0.512676056338	0.700543542948	1894.41971831	321368.02947	194	355	9135.02272727	7809951.84039	2.26136363636	3.21577995868	5.70454545455	9.04907024793	14.4886363636	59.4316890496	21925.6022727	110950372.99	29.4318181818	478.222623967	6.29545454545	339.799070248	2.96590909091	5.32838326446	1861.76136364	291734.954416	50	88	11604.1956522	20783966.1139	5.46739130435	12.6619801512	4.86956521739	7.61342155009	6.9347826087	24.3435727788	24800.826087	169342403.318	171.706521739	5768.92474008	0.195652173913	3.48345935728	0.130434782609	0.374291115312	1901.80434783	464774.874764	42	92	DIAMOND	V	PLATINUM	IV	
when you re High	476	12355.4680851	12630768.7596	8.89361702128	25.3291081938	7.0	10.4680851064	7.48936170213	15.3562698053	31748.7446809	116234351.509	57.7872340426	3259.31643278	0.0	0.0	1.23404255319	1.11543684925	1857.87234043	230598.622001	25	47	11483.8631579	11178229.5286	7.06315789474	16.2486426593	7.43157894737	9.99268698061	7.70526315789	22.1026038781	29560.6631579	154027571.802	79.7368421053	4962.48864266	1.13684210526	32.7075900277	0.947368421053	1.16565096953	1804.76842105	189681.083213	49	95	12172.5846154	14474510.1505	6.90769230769	19.2376331361	6.70769230769	10.3914792899	8.68461538462	27.8159171598	18833.8230769	56419609.3302	160.953846154	3821.59786982	1.48461538462	45.5574556213	0.784615384615	0.830532544379	1860.62307692	240055.742544	72	130	13679.1923077	16138235.5399	9.15384615385	28.899408284	6.61538461538	8.39053254438	9.0	22.0769230769	22194.5384615	70393291.4024	183.807692308	3983.53994083	1.53846153846	28.7100591716	0.461538461538	0.402366863905	1924.88461538	242500.948225	17	26	9473.53846154	13112902.0527	1.85314685315	3.55186072669	6.05594405594	12.4584087241	15.2307692308	70.2894029048	21498.006993	123892195.685	22.8741258741	252.31982004	2.17482517483	118.773631962	1.97902097902	1.83872071984	1797.11188811	347460.770698	83	143	11907.5714286	13978303.8449	5.14285714286	9.03673469388	6.05714285714	11.9967346939	11.2857142857	43.9755102041	35339.0571429	211180975.825	68.8857142857	3879.52979592	3.74285714286	178.876734694	0.714285714286	0.718367346939	1940.48571429	383364.192653	20	35	DIAMOND	V	DIAMOND	V	
Whata lovely day	111	12234.25	5452544.6875	6.375	7.484375	4.75	10.1875	7.375	26.984375	23153.25	106051083.188	185.375	1479.734375	0.0	0.0	2.125	2.609375	1914.625	145303.234375	6	8	10569.1111111	10924681.6543	5.5	12.5833333333	5.5	8.36111111111	6.66666666667	26.5555555556	24027.0	85515550.1111	134.555555556	4673.58024691	0.0	0.0	1.38888888889	1.68209876543	1732.66666667	178961.222222	7	18	10556.75	11764793.0208	5.04166666667	12.2899305556	3.875	8.109375	7.45833333333	21.1649305556	19884.0416667	144200747.29	137.166666667	4137.72222222	0.0	0.0	1.625	2.234375	1718.45833333	314968.331597	14	24	12455.0666667	10422510.4622	7.73333333333	24.9955555556	4.73333333333	6.19555555556	7.73333333333	20.5955555556	15381.0	28609175.2	161.6	2919.44	0.0	0.0	1.53333333333	1.98222222222	1846.53333333	133357.982222	9	15	8659.1875	11448910.4023	1.125	1.734375	4.5625	5.74609375	12.625	61.359375	16618.5625	72359196.7461	11.6875	140.46484375	0.0	0.0	4.1875	2.15234375	1813.125	319383.484375	6	16	11076.7333333	13980919.3289	5.66666666667	14.8888888889	4.5	13.1833333333	9.46666666667	37.1155555556	27037.5333333	252684382.849	118.433333333	6847.24555556	0.0	0.0	1.66666666667	4.15555555556	1848.33333333	382744.088889	19	30	GOLD	V	GOLD	V	
What Do You Mea	259	12826.5753425	12496056.8745	10.0136986301	18.9176205667	8.23287671233	10.9731656971	7.95890410959	17.1626946894	26455.6438356	90017067.2704	152.821917808	3272.52993057	4.91780821918	103.472696566	1.60273972603	1.11615687746	1881.69863014	194948.457121	41	73	11922.0900901	13684828.4604	7.42342342342	23.4153071991	7.98198198198	12.7564321078	8.83783783784	21.1268565863	29292.0810811	134313969.011	81.8918918919	3479.59191624	2.93693693694	101.518545573	1.18918918919	1.01826150475	1852.55855856	240260.679003	59	111	10994.2380952	12674274.7528	5.85714285714	13.1700680272	7.42857142857	9.00680272109	7.14285714286	28.8843537415	19072.6190476	52678728.0454	157.095238095	2129.22902494	0.904761904762	9.7052154195	0.666666666667	0.412698412698	1793.19047619	204743.297052	9	21	11328.4137931	14442000.0357	6.20689655172	19.4744351962	7.51724137931	9.00832342449	9.13793103448	24.3947681332	18930.5862069	44714689.7598	159.931034483	2855.16765755	1.34482758621	17.8121284185	0.0344827586207	0.0332936979786	1765.03448276	225194.998811	12	29	11155.0	4768929.5	2.75	3.6875	10.25	13.1875	18.25	14.6875	34797.25	162919574.688	47.0	490.5	0.0	0.0	3.0	0.5	2096.0	93172.0	1	4	10776.7619048	6573029.70522	4.47619047619	4.0589569161	9.09523809524	8.18140589569	11.8095238095	33.3922902494	31282.0952381	105403980.943	92.1428571429	2059.93197279	0.285714285714	1.63265306122	0.904761904762	0.562358276644	1864.23809524	135506.086168	10	21	DIAMOND	V	PLATINUM	V	
WgW Hevo	191	9807.5	1328256.25	3.0	4.0	7.0	0.0	4.5	2.25	17098.0	2883204.0	171.0	1225.0	0.0	0.0	0.0	0.0	1700.5	89700.25	0	2	11595.2121212	11146735.1368	5.39393939394	14.6629935721	5.42424242424	9.27456382002	5.60606060606	14.8448117539	26326.4545455	106715382.551	188.272727273	4040.13774105	4.0	42.9090909091	0.212121212121	0.227731864096	1759.90909091	160404.870523	16	33	11216.5	373932.25	6.5	20.25	3.0	0.0	2.5	0.25	20880.5	81640260.25	204.5	2862.25	6.5	42.25	0.0	0.0	1837.5	3192.25	1	2	12764.8503937	19221443.2768	6.89763779528	22.6115692231	5.35433070866	8.71696943394	7.3937007874	18.8843697687	19316.480315	68772423.8874	198.535433071	4234.87866576	5.1968503937	114.851013702	0.299212598425	0.335668671337	1843.06299213	241539.838552	72	127	8889.16666667	8052707.47222	1.66666666667	0.555555555556	5.33333333333	8.22222222222	11.5	52.25	23099.1666667	156784699.139	45.5	784.916666667	3.0	34.3333333333	1.16666666667	1.13888888889	1839.0	365224.666667	2	6	12296.047619	19754742.2358	4.95238095238	14.8072562358	3.95238095238	5.28344671202	9.52380952381	41.201814059	30356.0952381	217650978.658	198.047619048	6852.99773243	6.61904761905	81.283446712	0.333333333333	0.31746031746	1907.57142857	324306.721088	11	21	PLATINUM	IV			
